name,link,desc,chef,prepTime,cooktime,total,ingredients,instructions,rating,num_of_reviews,calories,servings,fat,carb,protein,cholesterol,sodium,image
Cocktail Onion Samosa Recipe With Philips Airfryer by VahChef,https://www.vahrehvah.com/cocktail-samosa-recipe-with-philips-airfryer-by-vahchef,Cocktail samosa is the classic samosa recipe twisted to make a perfect accompaniment with drinks for a party.,Vahchef,10 mins,10 mins,10 mins,"8366, 8334, 9017, 8334, 9493, 9390, 9213, 10041, 10042, 10043, 9424, 10037, 8366, 8334, 9017, 8334, 9493, 9390, 9213, 10041, 10042, 10043, 9424, 10037","In the food processor using the option of dough mixer blade, add the all-purpose flour, little salt, ajwain and butter and mix to make a shortcrust kind of dough. Add little water and make into stiff dough.
For the stuffing, in a bowl, add some chopped onions, salt, red chili powder, chopped coriander leaves, chaat masala, poha, and grated paneer. Mix all the ingredients well.
Make lemon size balls out of the flour dough. Roll them into flat round small chapattis. Cut each chapatti into the half. Fold each piece to make cones.
Fill in the stuffing mixture and seal the edges using little water.
Preheat the air fryer to 180-degree&nbsp;centigrade for 5 minutes.
After 5 minutes, pull out the basket and arrange the samosa in the basket and cook for 170-degree&nbsp;centigrade for 4 minutes.
Pull out the basket and brush the samosa with little oil and cook for about 6-7 minutes at 160-degree centigrade.
Remove and serve hot with any sauce of your choice.&nbsp;",1.8049,41,402.2,4,33,NULL,25,105,621,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/7a6a51200b90a6fa1af5b6c0a87dae40.JPG
How to Make Crumb Fried Fish And Chips with Philips Airfryer by VahChef,https://www.vahrehvah.com/how-to-make-crumb-fried-fish-chips-with-philips-airfryer-by-vahchef,Fried fish and chips is an amazing and perfect dish that is not as hard as you might think to create your own fried fish at home with very less oil. This dish hardly,Vahchef,5 mins,11 mins,11 mins,"10044, 8334, 9087, 10045, 10046, 9297, 10047, 10037, 10048, 8773, 10044, 8334, 9087, 10045, 10046, 9297, 10047, 10037, 10048, 8773","In a plate, place the two fish fillet and season them with a little salt, pepper powder, mustard paste, lemon juice, chili flakes, beaten egg and spread the spices and coat the fillets on all sides.
In another plate, put some breadcrumbs and add oil, mix well.
Take the fish fillet and coat it with the bread crumbs nicely on all sides.
Preheat the Phillip air fryer for 5 minutes at 200 degrees C.
Pull out the basket and place the fish fillets and over that add in the thinly sliced potato and air fry for 7 minutes.
After 7 minutes, turn the fish upside down and fry again for about 3-4 minutes.
Remove and serve hot.",2.1111,9,196,4,12,NULL,22,63,61,https://6d1bdf0e0edb084eae10-5bfabe5484726969ac662c6d377e2f3c.ssl.cf2.rackcdn.com/uploads/29622/fdced8afb093bbc8ba7168bcfd5155f3.png
INDIAN SORREL PULIODHRAI,https://www.vahrehvah.com/indian-sorrel-puliodhrai,"Gongura Pulihora is an easy Indian food recipe that is popular in Andhra. Gongura is highly rich in vitamins, iron, and antioxidants. Prepared a rice dish on the lines of tamarind rice and use sorrel leaves as the main ingredient to provide the tart flavor.",Vahchef,5 mins,15 mins,15 mins,"8440, 9992, 9244, 10049, 8669, 9072, 8589, 10050, 8341, 10051, 8334, 9228, 8907, 9163, 10052, 8709, 8586, 8440, 9992, 9244, 10049, 8669, 9072, 8589, 10050, 8341, 10051, 8334, 9228, 8907, 9163, 10052, 8709, 8586","In a hot pan add chana dal, 3 dry red chilies, mustard seeds, coriander seeds, fenugreek seeds, sesame seeds and roast them till they get a nice color, then make it into a powder.
In a pan heat oil add hing, curry leaves, sorrel leaves and cook for 2-3 minutes and add this mixture to powder and make it into a paste.
In another pan heat till oil, add 4 dry red chilies, &frac12; teaspoon urad dal, peanuts and fry them, to that add turmeric powder, sorrel leaves paste, tamarind juice, salt and cook for 2-3 minutes.
Now add this mixture to rice, mix well and serve.",4.4286,7,27.1,4,0.7,NULL,2,0,4,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/224f080890c4e6b1aee222b618118b67.JPG
FATTA FAT CHUTNEY - GUAVA CHUTNEY,https://www.vahrehvah.com/fatta-fat-chutney-guava-chutney,"Amrood Ki Chutney is a traditional dish from the Indian cuisine prepare from a classic fresh guava This sweet-tangy tasted chutney can be served with any  snack. It is easy to prepare, time saving and nutritious with lots of fibers.",Vahchef,3 mins,3 mins,3 mins,"10053, 10054, 9261, 10055, 8334, 10056, 9260, 10057, 9111, 8419, 10058, 8528, 9127, 10053, 10054, 9261, 10055, 8334, 10056, 9260, 10057, 9111, 8419, 10058, 8528, 9127","Cut the guava into small pieces along with seeds and keep it aside.
In a bowl, add red chilli powder, mustard powder, pinch of turmeric powder, fenugreek powder, salt and guava pieces, lemon juice and mix all together.
Heat oil for tempering, add mustard seeds when mustard seeds splutter then add cumin seeds, red chilies, urad dal (optional) and pinch of asafoetida.
pour this tempering on the top of the guava chutney and mix it well.
Let it sit for 2 to 3 hours and serve it.",3.0000,1,0,4,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/309a5b8d463d900ad4618ae09ef7948b.jpg
DRUMSTICK LEAF DRY CURRY,https://www.vahrehvah.com/drumstick-leaf-dry-curry,Drumstick Leaves Dry Curry is a delicious Indian recipe served with rice or roti.,Vahchef,5 mins,15 mins,15 mins,"10059, 10060, 8437, 8334, 9380, 10061, 8332, 8434, 8421, 9124, 10062, 10059, 10060, 8437, 8334, 9380, 10061, 8332, 8434, 8421, 9124, 10062","Heat oil in a pan add chopped onions, salt saute it for few minutes, once the onions are transparent add green chilli, ginger garlic paste cook this till raw flavour is gone.
Add a pinch of turmeric powder, drumsticks and also add some water mix it and put the lid on let it cook for 5 minutes.
When drumsticks cooked add red chilli powder, coriander powder mix it and put the lid on let it cook for 2 minutes.&nbsp;
After 2 minutes add drumstick leaves cook this for few minutes.&nbsp;
When drumstick leaves soft add tomato pieces to cook this till tomatoes soft switch off the flame.Serve this with rice.",3.5,89,0,4,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/89198bcbc22bad5cad5ae1c5aab54729.JPG
RAW PAPAYA CURRY,https://www.vahrehvah.com/raw-papaya-curry,"Green papaya has a very mild, almost bland taste, but it is the medium through which robust flavor ingredients take body and form. Raw papaya curry is an indian style that would make a fantastic vegetarian dish.",Vahchef,5 mins,10 mins,10 mins,"9878, 8781, 8455, 9747, 8669, 8828, 9992, 10063, 8341, 8420, 10064, 8334, 10065, 10066, 9936, 9878, 8781, 8455, 9747, 8669, 8828, 9992, 10063, 8341, 8420, 10064, 8334, 10065, 10066, 9936","In a hot pan, add peanuts, dry red chilies, and roast it.
Then add cumin seeds, sesame seeds, desiccated coconut and roast them they get a nice color then make it into a coarse powder.
In the same pan, heat oil, add mustard seeds and saute it.
When they crackle, add chana dal, chopped garlic, turmeric powder, curry leaves, green chilies, onions, salt, papaya pieces and cook for 2-3 minutes.
Now add prepared masala, toss it well.Serve with chapati or rice.",2.2759,116,99.1,4,0.3,NULL,1.1,0,1,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/7817aaecd53070fa881ae7992c5affaa.JPG
OATS CONGEE WITH PANEER,https://www.vahrehvah.com/oats-congee-with-paneer,Oat Congee with paneer is got subtle flavors from some of the best herbs and spices to make it taste good and light. Congee as popular known in Tamil Nadu is a rice porridge made with plain rice. It is most often served as side dishes.,Vahchef,5 mins,10 mins,10 mins,"10067, 10068, 10069, 10070, 10071, 9087, 10072, 10073, 10074, 10075, 10067, 10068, 10069, 10070, 10071, 9087, 10072, 10073, 10074, 10075","In a vessel, pour some water, add grated carrot, orange zest, fennel powder, pepper powder, juliennes of ginger, oats and salt to taste, allow this to boil.
After it comes to boil, reduce the flame add orange juice and let it simmer for 4 to 5 minutes. Switch off the flame.
Then add dill leaves and serve hot in a soup bowl by adding paneer slices.Delicious Oats Congee with Paneer is now ready to serve.",4.3750,8,395,4,7,NULL,17,0,2,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/98f7680fc1694ec5ef9ad3f3300f9af0.JPG
THOTAKURA PULUSU KURA,https://www.vahrehvah.com/thotakura-pulusu-kura,"Thotakura pulusu is an amazing dish that tastes tangy, spicy, sweet and a natural earthy flavor. Made of Thota kura also known as Amaranth leaves are very popularly cooked in most of the south Indian homes.",Vahchef,10 mins,20 mins,20 mins,"10076, 10077, 8828, 9007, 8827, 8874, 8334, 8341, 10078, 10079, 10080, 9933, 9084, 8437, 8319, 9145, 9082, 8363, 10076, 10077, 8828, 9007, 8827, 8874, 8334, 8341, 10078, 10079, 10080, 9933, 9084, 8437, 8319, 9145, 9082, 8363","In a pan heat oil add mustard seeds when they crackle add red chili, cumin seeds, chopped onions, curry leaves, salt, turmeric powder, mix it well.
Then add drumsticks and yellow Cucumber pieces, tomatoes cook for 2-3 minutes with the lid on.
Now add green chilly paste, chana dal (soaked in water) cook it another 3 minutes.
Now add tamarind juice along with water, mix it and check the seasoning, cook it for 2 minutes&nbsp;
Add amaranthus leaves, sorrel leaves, chopped coriander leaves, mix it cook for 5 minutes.Serve with rice.",3.2500,8,0,4,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/00cbdb027569c3f1ad3c7dfc177928d2.JPG
VEGGIE BUNNY CHOW,https://www.vahrehvah.com/bunny-chop,"veggi bun chow is a popular South African fast food dish, It is very easy and quick to prepare the veggi bun chop, It is consisting of a hollowed out loaf of bread filled with a spicy and appetizing curry.",Vahchef,10 mins,15 mins,15 mins,"10081, 10082, 10083, 8334, 8341, 9049, 8328, 8327, 10084, 8450, 10085, 10086, 8792, 10087, 10088, 10089, 10090, 10091, 8344, 8363, 10081, 10082, 10083, 8334, 8341, 9049, 8328, 8327, 10084, 8450, 10085, 10086, 8792, 10087, 10088, 10089, 10090, 10091, 8344, 8363","Take a bun and hollow out the center, reserve the top .
&nbsp;In a hot pan, add half teaspoon of oil, chopped onions, salt and saute them.
To that add turmeric powder, ginger garlic paste, along with some water and cook for a minute.
Add chopped tomatoes, cumin powder, coriander powder, chili powder, garam masala and fry them for few minutes.
Now add some more water, chopped carrot, chopped potatoes, green peas, cauliflower florets, chopped beans, nuts paste and cook for 5-6 minutes till the vegetables are cooked.
Add sprouts and cook for another 1 minute.
Finally add chopped coriander and lime juice mix well.
Put this mixture in the middle of the bun and serve hot as is .",3.2500,12,0,2,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/2c3d85ddf6a9d7e5783d4d8c3751ca2e.JPG
RADISH CHUTNEY 2,https://www.vahrehvah.com/radish-chutney-2,"Radish chutney is a very popular dish from the Kashmiri cuisine. This is one of the most refreshing ways to relish radish which is a simple yet appetizing Kashmiri vegetarian recipe. grated radish spiced with few green chillies and little red chilli powder, flavored with shahi jeera mixed with curd to make an awesome.",Vahchef,6 mins,20 mins,20 mins,"10092, 8334, 9127, 9812, 10093, 8827, 9247, 8434, 10094, 10095, 8319, 10096, 10092, 8334, 9127, 9812, 10093, 8827, 9247, 8434, 10094, 10095, 8319, 10096","Heat oil in a pan add radish pieces, garlic, green chilies, tamarind, cumin seeds, turmeric powder, and salt, saute it, then cover it with a lid and cook it for 5minutes.
Now switch off the flame then cool it and transfer into a mixie jar, to make a peste.
For tempering: Heat oil in a pan add cumin seeds, chana dal, urad dal, curry leaves, mix it.
Now tempering add into a radish chutney and serve it.",3.5,89,17.3,6,0.1,NULL,0.7,0,39,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/628f1847161b1f694dcc18aba9b9f91a.JPG
BEETROOT CHUTNEY 1,https://www.vahrehvah.com/beetroot-chutney-1,"Beet root is a part of the regular meal in the Southern Indian states, Tamil Nadu and Kerala. Beet roots are low in calories, high in fiber, Beetroot chutney is a colorful recipe made in South India and is served with rice, chapati, idly and dosai.",Vahchef,5 mins,10 mins,10 mins,"10097, 10098, 9243, 10095, 9046, 8669, 10099, 10100, 8334, 10101, 8320, 10102, 10103, 10097, 10098, 9243, 10095, 9046, 8669, 10099, 10100, 8334, 10101, 8320, 10102, 10103","In a hot pan add red chili, peanuts, chana dal, urad dal, cumin seeds dry roast all the ingredients and make it into a powder.
Heat oil in a pan add green chili, grated beetroot, mint and coriander leaves, salt cook for 3-4 minutes then transfer this into the blender and add garlic, lemon juice makes it into a paste.Serve with chapati.
&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;",3.7500,4,48.2,4,0.2,NULL,1.6,0,78,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/c9e430adf686675925b4c1a14f297f05.JPG
DAHI MURGH SHERVA,https://www.vahrehvah.com/dahi-murgh-sherva,"Sherva is a liquidy gravy made out of meat juices, thickened with locally available ingredients, mugh dahi serva uses yogurt for giving mild sartage balance with red chilly powder.",Vahchef,10 mins,20 mins,20 mins,"9229, 8773, 9569, 9178, 8809, 8401, 8932, 9339, 9379, 8324, 9145, 8434, 9240, 10104, 8517, 8443, 10012, 8334, 9229, 8773, 9569, 9178, 8809, 8401, 8932, 9339, 9379, 8324, 9145, 8434, 9240, 10104, 8517, 8443, 10012, 8334","In a hot pan dry roast the poppy seeds and cashew nuts, let it cool down then make a paste in a blender by adding some water.
Heat oil in a pan add cloves, cardamom, cinnamon, bay leaf saute it and add chopped onions cook the onions till they are slightly golden in color.
In this add chopped tomatoes, turmeric powder, ginger garlic paste, cook the ginger garlic paste raw flavor is gone.
Add Kashmiri chili powder, cumin powder, coriander powder, yogurt and add prepared poppy seeds and cashew paste mix well put the lid on and let it cook for 5 minutes.
After 5 minutes add chicken pieces and potato pieces and add required water for sherva put the lid on and cook until chicken and potatoes tender.Serve it with rice.",2.0000,2,234,4,14,NULL,27,88,82,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/f41155ad124880a914aee4442523a553.JPG
BEETROOT AND SPINACH FRY,https://www.vahrehvah.com/beetroot-and-spinach-fry,"Beetroot and spinach is a simple and delicious dish popularly made in the South Indian cuisine, served as a Side dish.",Vahchef,10 mins,15 mins,15 mins,"8324, 8334, 8319, 8341, 10105, 8332, 10106, 10107, 10108, 8997, 8450, 9124, 8357, 10109, 8324, 8334, 8319, 8341, 10105, 8332, 10106, 10107, 10108, 8997, 8450, 9124, 8357, 10109","Heat oil in a pan and add chopped onions, salt, curry leaves, turmeric, green chilies, ginger garlic paste, cook for 5 minutes.&nbsp;
Now add moong dal (soaked in water) cook for 2 minutes with the lid on.
Add grated beetroot cook till beetroot is tender the then add chopped spinach, mint leaves, garam masala powder, coriander powder, chilli powder saute it and add coconut mix it well.Serve with roti or rice.",2.7143,7,48.2,4,0.2,NULL,1.6,0,78,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/5daaf815f932d9e8133df44a3e52a396.JPG
BENGAL GRAM SWEET - HYAGREEVA SWEET,https://www.vahrehvah.com/bengal-gram-sweet-hyagreeva-sweet,"Hayagreeva - the horse faced God, Hayagriva is a sweet recipe from Udupi, sweet made with chana dal, jaggery, dry coconut, Hayagreeva is a delicious Indian recipe served as a Dessert.",Vahchef,5 mins,20 mins,20 mins,"10110, 10111, 10112, 9569, 9398, 10113, 9589, 10114, 8375, 10110, 10111, 10112, 9569, 9398, 10113, 9589, 10114, 8375","Heat water in a pan add soaked chana dal cook this till it is soft.
Once the chana dal is cooked, add milk, jaggery and cook it for some time. Dry roast the poppy seeds in a pan and add this into the chana dal mixture.
Once it comes to boil then add grated coconut cook this in a slow flame along with chana dal mixture.
Heat ghee in a pan add cashew nuts and while stirring add almond slices.
Let it fry for 1 minute then add raisins, once the raisins puff up, we add chana dal mixture on the top of the dry fruits and add cardamom powder mix it well, switch off the flame. Serve it hot.",5.0000,1,346,4,2,NULL,22,0,10,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/2cb831f7191f0a9abf5cceef7926f321.JPG
Bun kebab,https://www.vahrehvah.com/bun-khebab,"Bun Kebab is a Pakistani sandwich, originating from Karachi. It is usually found in roadside stalls and in restaurants all across Karachi. ",Vahchef,10 mins,10 mins,10 mins,"10115, 10116, 8334, 9102, 10117, 10118, 8729, 8320, 8487, 10119, 10120, 9740, 10121, 10122, 9199, 8842, 10123, 10124, 10115, 10116, 8334, 9102, 10117, 10118, 8729, 8320, 8487, 10119, 10120, 9740, 10121, 10122, 9199, 8842, 10123, 10124","In a bowl add boiled Chana dal and blend it with the hand blender or hand mash it.
In this add the seasonings pinch of salt, garam masala, chopped green chilies also you can add chat masala, chopped onions, chopped coriander and add boiled potato mix well.&nbsp;
Make it into a simple kebab and cook this on a hot tawa by adding butter, In a bowl add some shredded cabbage, onion slices, mayonnaise, tomato slices and mix well and use it as a topping.&nbsp;
once the kebab is lightly cooked and add the egg mixture on one side of the tawa to make an omelet. Once the omelet is lightly cooked place the kebab on the omelet and fold the sides of the omelet to cover it.
Now add the butter on tawa and cook the buns both sides. When it is slightly colored apply a lot of mint chutney on the buns.
Place the coat kebab on the bun and top it with the cabbage mixture. And also you can add tomato ketchup, cucumber slices and cover it with bun.And also you can add tomato ketchup, cucumber slices and cover it with bun.",4.5000,2,296.8,2,3.2,NULL,18,0,491,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/f0dd517604ae701ff163e41329cffd5b.jpg
TIRANGA RAGADA PATTIE,https://www.vahrehvah.com/tiranga-ragada-pattie-3,"Tri colored naturally flavored with spinach, carrot, and paneer is a perfect snack for celebrating Indians special days.",Vahchef,10 mins,20 mins,20 mins,"10125, 8830, 10126, 10127, 8334, 8437, 10128, 9310, 8434, 10129, 8328, 9061, 9019, 8450, 10130, 10131, 10132, 10133, 10134, 10135, 10125, 8830, 10126, 10127, 8334, 8437, 10128, 9310, 8434, 10129, 8328, 9061, 9019, 8450, 10130, 10131, 10132, 10133, 10134, 10135","Soak the three types of dried dals overnight. Drain the water and boil till it is soft and keep it aside.
Heat oil in a pan add onion paste, salt cook this few minutes, then add ginger garlic paste, green chili, turmeric cook for 2 minutes.
Then add chili powder, cumin powder, coriander powder, pepper powder, garam masala and add three types of dals (boiled) add some water and mix it well.
In this, add mint chutney mix it and add more water if too thick.
And add tomato puree put the lid on and let it cook for some time.
In a bowl add boiled and mashed potatoes, chat masala, salt mix it well, divide this mixture into three equal portions.
One portion mix it with boiled carrot mixture, second portion mix it with boiled spinach mixture, third portion mix it with grated paneer mix all the three portions separately, then make roundels.
Flatten the three color roundels and place the patties one above the other in the sequence of our National flag.
Heat oil in a tawa and place the tiranga patties cook it on both sides in a slow flame till it is nicely cooked.
Take the cooked pattie on a plate and cut in half and pour the ragada mixture on the top and garnish with chopped onions, mint chutney, curd, sweet chutney, chili powder, chaat masala, lime juice, chopped coriander and sev, serve it.",3.2000,5,346,4,2,NULL,22,0,10,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/e8e88f25e410224a8797c2aa1179040f.JPG
TAMARIND CHUTNEY,https://www.vahrehvah.com/tamarind-chutney,"Tamarind chutney is a south Indian chutney, made with tamarind, jaggery, green chilly, serve with roti or hot rice with ghee.",Vahchef,5 mins,5 mins,5 mins,"10136, 10137, 10138, 9870, 10139, 8334, 8437, 8709, 8368, 10140, 8555, 8828, 9243, 10141, 9244, 9072, 8420, 10142, 10136, 10137, 10138, 9870, 10139, 8334, 8437, 8709, 8368, 10140, 8555, 8828, 9243, 10141, 9244, 9072, 8420, 10142","In a blender add tamarind (soaked in water), cumin seeds powder, fenugreek seeds powder, jaggery, garlic, salt.
Heat oil in a pan add peanuts, cumin seeds when peanuts are slightly colored add green chili, curry leaves, mint leaves saute it for 2 minutes then transfer this to a blender and make it into a paste.
For tempering heat oil in a pan add mustard seeds when they splutter add cumin seeds, chana dal, dry red chilies, urad dal when the dals cooked add hing curry leaves, switch off the flame.
Pour this tempering of Oil, Mustard seeds, chana dal, red chili, Urad dal,&nbsp;asafoetida, curry leaves on the top of the tamarind chutney and add chopped onions(optional) mix it well.Serve this with chapati or rice.",1.5455,11,268.6,4,0.6,NULL,2.8,0,28,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/aa072333e5491a5b1e765a9c75b75e33.JPG
AMARANTHUS POTATOES,https://www.vahrehvah.com/amaranthus-potatoes,Potatoes get enriched with combination of Amaranthus greens and potatoes to make a delicious dish,Vahchef,6 mins,20 mins,20 mins,"10143, 10077, 8437, 10144, 10145, 8827, 10146, 8438, 8874, 8334, 8341, 10099, 10147, 9124, 10137, 10143, 10077, 8437, 10144, 10145, 8827, 10146, 8438, 8874, 8334, 8341, 10099, 10147, 9124, 10137","Heat oil in a pan add mustard seeds, dry red chili when mustard seeds splutter add cumin seeds, chopped garlic, chopped ginger, onion slices, salt, turmeric powder saute it for a minute then add chopped green chili, boiled potato pieces, coriander powder, cumin powder toss it.
Now add amaranthus leaves, sorrel leaves cook for 5 minutes.Serve this with chapati or rice.",3.4,42,0,4,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/2c1ad414c4bc3074346c7b8dffb7d4b8.JPG
DAL SULTANI 1,https://www.vahrehvah.com/dal-sultani-1,"A very rich and nice dal preparation Sultani dal, Mughlai influenced simple tadka dal with extra flavors of smoky pan leaf and charcoal.Specially served for Kings.",Vahchef,6 mins,15 mins,15 mins,"8463, 8625, 8428, 8931, 10148, 9046, 10149, 8729, 8334, 8434, 9310, 8927, 9466, 10150, 10151, 9760, 10152, 10153, 10154, 9253, 8463, 8625, 8428, 8931, 10148, 9046, 10149, 8729, 8334, 8434, 9310, 8927, 9466, 10150, 10151, 9760, 10152, 10153, 10154, 9253","First, boil the tour dal and keep it aside. Heat butter and ghee in a pan add cloves, cardamom, cumin seeds when cumin seeds splutter and add chopped garlic, saute it then add chopped onions, salt, turmeric, green chili saute it for few minutes.
Then add boiled tour dal, once the dal is cooked add milk, beaten yogurt put the lid on and let it comes to boil.
Adjust the seasoning and add sugar, saffron water, cream, chopped spring onions.&nbsp;
In a steel bowl put the betel leaf and put this bowl on top of dal, and a small piece of charcoal on it, sprinkle garam masala powder while smoking pour 1 teaspoon of ghee on it and immediately cover it and switch off the flame and keep for ten minutes.
Remove the steel bowl and mix the dal once.Serve it with rice.",3.5000,4,346,6,2,NULL,22,0,10,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/18e1e2859e65cb9eab0c47fb851e8980.JPG
Chicken Hush Puppies,https://www.vahrehvah.com/chicken-hush-puppies,"Chicken Hush Puppies are awesome, simple, no-fuss, guilt-free, air fried snacks made with a concoction of cornmeal, flour, baking powder, baking soda combined with butter, chicken, spices, milk, garlic, and sugar. Then made into roundel shapes dumplings are brilliantly fried to make them amazingly crunchy on the outside and moist inside.",Vahchef,15 mins,20 mins,20 mins,"10155, 10156, 8460, 9458, 8334, 8625, 10157, 8384, 9121, 10158, 9122, 10159, 10160, 8705, 10037, 9199, 10155, 10156, 8460, 9458, 8334, 8625, 10157, 8384, 9121, 10158, 9122, 10159, 10160, 8705, 10037, 9199","In a bowl, add cornmeal flour, all-purpose flour, baking powder, baking soda and a little salt and mix all these ingredients and keep aside.
Heat 1 teaspoon of butter in a pan, when it melts, add chicken pieces, chopped garlic, onion, crushed pepper, coriander leaves and mix well.
Add water, milk, combine all ingredients together and allow it to boil.
Then add salt (to taste) and little sugar and mix well.
Once it starts boiling, switch off the flame and add the above-prepared flour mixture, mix to make the dough.
Shift this mixture into a big bowl, add beaten eggs and whisk again.
Dust some flour in your fingers and shape them into slightly big dumplings and keep aside.
Then with the help of a brush, coat the dumplings with 1 teaspoon of oil.
Preheat the Philips Airfryer at 180 degrees C for 3 minutes.
Open the basket and drop in the Hush Puppies and air fry for 7 to 8 minutes at 180-degree centigrade.Serve it hot with any sauce of your choice.",4.0000,1,234,6,14,NULL,27,88,82,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/45aa00de2a770bb0d12e22b6b2c40749.JPG
KACHA PACHHA MOONG DAL,https://www.vahrehvah.com/kacha-pachha-moon-dal,"Green gram crushed and tossed with onions and Indian spices and  very well for diet cooking, goes very well with pulkas",Vahchef,5 mins,10 mins,10 mins,"9362, 10161, 10162, 8912, 8729, 8334, 8434, 8420, 8327, 8880, 10163, 9362, 10161, 10162, 8912, 8729, 8334, 8434, 8420, 8327, 8880, 10163","In a blender add Garlic, green chili, coriander and add some water to make a coarse paste.
Heat oil in a pan add chopped onions, salt saute&nbsp;it till onions slightly change the color.
Add turmeric powder, curry leaves and prepared chili, garlic and coriander leaves paste cook this for few minutes.
Add soaked moong dal (moon dal soaked in water for 2 hours) and add required water mix it well and put the lid on and let it cook till moong dal soft.
Add coriander powder, lemon juice mix it well and switch off the flame and put the lid on let it rest for 5 minutes.Serve it with chapati, pulka, and rice.",3.5000,2,359.7,4,1.3,NULL,24,0,15,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/a160bc315c3ea2e0f2b44671ca1d8e5c.JPG
Dil Shahi,https://www.vahrehvah.com/dil-shahi,"Dil Shahi is made combining very few ingredients, stuffed with rich khoya, cardamom flavoured and tossed in sugar syrup to give an amazing glazy appearance.",Vahchef,12 mins,20 mins,20 mins,"8366, 9365, 8706, 10164, 10165, 10166, 10167, 8366, 9365, 8706, 10164, 10165, 10166, 10167","In a mixing bowl, add flour, cooking soda, ghee and crumble the ingredients.
To it, add beaten curd and mix to make stiff dough.
With help of rolling pin, roll the dough flat.
Spread khoya and sprinkle some cardamom powder, fold the dough and seal it. Roll and cut them into pieces.
Preheat the Philips airfryer at 180 degree centigrade for 3 minutes.
Open the basket, drop the Dil shahi pieces and air fry them for 7-8 minutes at 180 degree centigrade or until golden in color.
Once done, remove and drop them in single string hot sugar syrup.
After about 10 minutes of soaking, remove and serve them.",3.3889,18,400,6,0,NULL,0,0,1,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/4301ef1494a4ce5f783555b1285fbfbd.JPG
STEAMED CABBAGE CHUTNEY,https://www.vahrehvah.com/steamed-cabbage-chutney,cabbage steamed is a perfection and made into a chutney.,Vahchef,5 mins,10 mins,10 mins,"10168, 8408, 8912, 10169, 10170, 8334, 9267, 10171, 9163, 8705, 10168, 8408, 8912, 10169, 10170, 8334, 9267, 10171, 9163, 8705","In a steamer add green chilies, coriander leaves, garlic, cabbage put the lid on and let it steam for 8-10 minutes.
Transfer this into a blender and add coconut paste, salt, lime juice, ginger make it into a coarse paste.
In this add sugar, roasted sesame seeds mix it well.Serve with roti, naan or rice.",3.2,1,30.1,4,0.1,NULL,1.3,0,18,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/79605fd31d4d4ef4acc6febd896c1037.JPG
